Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate,Restaurant_Price_Range_Code
Chinese,"1610 Queen Street E
Toronto, ON M4L 1G2",Pachira Asian Cuisine,1,43.666397,-79.316825,2.3,1
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,3,43.801976,-79.295159,4.8,3
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,2.4,1
Chinese,"3268 Finch Avenue E
Unit 1
Toronto, ON M1W 3P7",Souperfoods,2,43.796393,-79.318692,1.1,2
Chinese,"280 Spadina Avenue
Toronto, ON M5T 3A5",Canteen,1,43.652586,-79.398445,1.8,1
Chinese,"2900 Eglinton Avenue E
Toronto, ON M1J 2E4",Wok & Fortune,1,43.739326,-79.23783,2.6,1
Chinese,"4400 Sheppard Avenue E
Unit 13
Toronto, ON M1S 1T8",Wide Alley Kitchen,1,43.787551,-79.269658,4.4,1
Chinese,"1571 Sandhurst Circle
Toronto, ON M1V 1V2",Casa Deluz Banquet Hall,2,43.809201,-79.268153,4.5,2
Chinese,"343 Spadina Ave
Toronto, ON M5T 2G3",Sang’s Great Food,2,43.655145,-79.398653,0.1,2
Chinese,"5 Northtown Way
Toronto, ON M2N 7A1",Yummy Dumpling House,1,43.774992,-79.41347,1.1,1
Chinese,"2300 Lawrence Ave E
Unit 11
Toronto, ON M1P 2K9",Golden Lobsters Chinese Hakka Restaurant,1,43.74965,-79.277048,0.9,1
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,2.8,1
Chinese,"5306 Yonge Street
Toronto, ON M2N 0E3",Hey Noodles,2,43.772847,-79.414106,2.2,2
Chinese,"10 Ravel Road
Unit 1-2
Toronto, ON M2H 1S8",Petit Potato,2,43.79058,-79.366094,3.8,2
Chinese,"23 Glen Watford Drive
Suite 9
Toronto, ON M1S 2B7",Global Imperial Cuisine,2,43.786874,-79.273929999999993,0.1,2
Chinese,"633 Silver Star Boulevard
Toronto, ON M1V 5N1",Chat Bar,2,43.822058,-79.298592,3.2,2
Chinese,"Commerce Court
199 Bay Street
Toronto, ON M5L 1G9",China Wok,1,43.647946,-79.379319,3,1
Chinese,"633 Silver Star Boulevard .
Unit 125
Toronto, ON M1V 5N1",Deer Garden Signatures,2,43.822058,-79.298592,0.7,2
Chinese,"1136 College Street W
Toronto, ON M6H 1B5",Ilhas De Bruma,3,43.652334,-79.433657,3.5,3
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,0.9,1
Chinese,"5306 Yonge Street
Toronto, ON M2N 0E3",Hey Noodles,2,43.772847,-79.414106,2.9,2
Chinese,"4186 Finch Ave East
Unit 20
Toronto, ON M1S 5C2",Chicken King,1,43.803388,-79.287853,2.4,1
Chinese,"3278 Midland Avenue
Toronto, ON M1V",Harbin Bbq,2,43.805864,-79.287844,4.5,2
Chinese,"5633 Finch Avenue E
Toronto, ON M1B 5K9",Lucky Lin’s Restaurant,1,43.813743,-79.238056,3.3,1
Chinese,"1221 Markham Road
Unit 1A
Toronto, ON M1H 3E2",Scarborough Buffet,2,43.778653,-79.232131999999993,0.3,2
Chinese,"2900 Warden Avenue
Toronto, ON M1W 2S8",Phoenix Restaurant,2,43.797921,-79.318629,2.3,2
Chinese,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,2,43.644708,-79.39067,1.4,2
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,0.6,1
Chinese,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,2,43.644708,-79.39067,4.6,2
Chinese,"4271 Sheppard Avenue E
Unit 2
Toronto, ON M1S",Liwan Kitchen,2,43.785527,-79.27625,0.3,2
Chinese,"416 Spadina Avenue
Toronto, ON M5T 2G7",Mr Roc’s Crawfish,3,43.65627,-79.399775,3.2,3
Chinese,"181 College Street
Toronto, ON M5T 1P7",Spicy Mafia,2,43.6589,-79.394253,4.2,2
Chinese,"43 Baldwin Street
Toronto, ON M5T 1L1",Double Tree Restaurant & Bar,2,43.655785,-79.393701,1.1,2
Chinese,"109A Ravel Road
Toronto, ON M2H 1T2",Primary Taste Yunan Noodle,1,43.791398,-79.366115,2.9,1
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,2,43.664158,-79.380274,2.4,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,0.8,1
Chinese,"3278 Midland Avenue
Toronto, ON M1V",Beijing Restaurant,2,43.805269,-79.288847,2.7,2
Chinese,"1512 Queen Street W
Toronto, ON M6R 1A1",Thai Chef Panda,2,43.640239,-79.438454,0.3,2
Chinese,"282 Jane St
Toronto, ON M6S 3Z2",Xin Yi Garden,2,43.655973,-79.487343,4.6,2
Chinese,"4186 Finch Avenue E
Unit 27
Toronto, ON M1S 5C2",Restaurant Fifty Nine,2,43.803992,-79.28828,2.4,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,1.1,1
Chinese,"635 Gerrard Street E
Toronto, ON M4M 1Y2",Panda Chef,2,43.665751,-79.35066,1.6,2
Chinese,"3250 Midland Avenue
Unit G116
Toronto, ON M1V 0C7",Mr. Six Fried Chicken,1,43.804878,-79.288034,2.4,1
Chinese,"4419 Sheppard Avenue E
Toronto, ON M1S 1V1",Congee Me,1,43.787435,-79.268721,5,1
Chinese,"280 Spadina Avenue
Toronto, ON M5T 3A5",Sky Dragon Chinese Restaurant,2,43.652586,-79.398445,4.6,2
Chinese,"434 Dundas Street W
Toronto, ON M5T 1G6",Dundas Spring Garden,2,43.653484,-79.395475,4.7,2
Chinese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,1,43.652774,-79.3994,4.5,1
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,2.3,1
Chinese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,1,43.652774,-79.3994,4.9,1
Chinese,"2301 Brimley Road
Unit 128
Toronto, ON M1S 5B8",Grandeur Palace,2,43.797802,-79.270832,4.7,2
Chinese,"3850 Sheppard Avenue E
Unit 225
Toronto, ON M1T 3L4",Asian Fusion,1,43.784352,-79.29219,4.4,1
Chinese,"428 Dundas Street W
Toronto, ON M5T",Ten Mile Aroma,1,43.653842,-79.395513,1,1
Chinese,"3309 Sheppard Avenue E
Toronto, ON M1T 3W5",Eight Noodles,2,43.778504,-79.308549,1.2,2
Chinese,"3700 Midland Avenue
Toronto, ON M1V 5B5",South Asia Malaysian Cuisine,2,43.814932,-79.29301,4.6,2
Chinese,"171 East Liberty Street
Unit 153
Toronto, ON M6K",Pepper ring,2,43.638265,-79.417441,0.5,2
Chinese,"260 Yonge St
Toronto, ON M5B 2M8",Szechuan Express,2,43.654062,-79.380051,4.2,2
Chinese,"17 Milliken Boulevard
Toronto, ON M1V 1V3",Very Fair,2,43.803568,-79.293509,2,2
Chinese,"633 Silver Star Boulevard
Unit 107
Toronto, ON M1V",Hunan Style Restaurant,2,43.822058,-79.298592,0.5,2
Chinese,"1154 Morningside Avenue
Toronto, ON M1B",Tropical Nights Restaurant & Lounge,2,43.800607,-79.199402,1.5,2
Chinese,"250 Alton Tower Circle
Toronto, ON M1V 5E3",New May Hong Yuen BBQ,1,43.822398,-79.275451,2.3,1
Chinese,"4188 Finch Avenue E
Toronto, ON M1W",Sichuan Kungfu Fish,2,43.804603,-79.287842,3.8,2
Chinese,"3280 Midland Ave
Toronto, ON M1V",Szechuan Legend,2,43.805877,-79.288317,1.4,2
Chinese,"3833 Midland Avenue
Unit 9B
Toronto, ON M1V 5L6",West Street Cuisine,1,43.813658,-79.291422,1.5,1
Chinese,"3278 Midland Avenue
Unit D105
Toronto, ON M1W",Qing Feng Bun,2,43.8053,-79.288570000000007,3.5,2
Chinese,"633 Silverstar Boulevard
Unit 105
Toronto, ON M1V 5N1",One Plus One BBQ,2,43.822058,-79.298592,3.1,2
Chinese,"3858 Bloor Street W
Toronto, ON M9B 1K9",Fu Lai,1,43.641227,-79.539237,3.3,1
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,2,1
Chinese,"434 College St
Toronto, ON M4W 1A7",Nirvana,2,43.656571,-79.40712,4.7,2
Chinese,"3833 Midland Ave
Suite 9C
Toronto, ON M1N 3Z6",Arden Fast Food,1,43.7639,-79.269779,1.8,1
Chinese,"5987 Bathurst Street
Toronto, ON M2R",Kosher Wok and Roll,2,43.786335,-79.445581,3.1,2
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,2,43.664158,-79.380274,0.7,2
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,3,43.801976,-79.295159,2,3
Chinese,"3351 Bloor Street W
Toronto, ON M8X 1E9",Sushi Run,2,43.644901,-79.521863,1.3,2
Chinese,"First Canadian Pl
100 King St W
Toronto, ON M5X 1B5",Szechuan Express,2,43.648636,-79.381744,4.3,2
Chinese,"3250 Midland Avenue
Toronto, ON M1V 4A1",Aberdeen Delicatessen,2,43.80392,-79.286382,4.9,2
Chinese,"261 Spadina Avenue
Toronto, ON M5T 1H1",Master Mix HotPot,2,43.652251,-79.397642,1.7,2
Chinese,"1780 Markham Road
Toronto, ON M1B 2W2",Chopstick House,2,43.795641,-79.239981,1.2,2
Chinese,"2204 Danforth Avenue
Toronto, ON M4C 1K3",Ho Lee Chow,2,43.686596,-79.309844,0.5,2
Chinese,"473 Dundas St W
Toronto, ON M5T 1G8",Dundas Garden,2,43.653051,-79.396846,3.9,2
Chinese,"3290 Midland Avenue
Unit 1
Toronto, ON M1V 3Z9",520 BBQ House,2,43.806459,-79.289469,2.7,2
Chinese,"3280 Midland Ave E
Unit 27-28
Toronto, ON M1V 0C7",Made In China Hot Pot,2,43.806196,-79.288492,4.2,2
Chinese,"3700 Midland Avenue
Unit 108
Toronto, ON M1V 0B3",Hei Xiao Mian,2,43.818726,-79.288628,4.2,2
Chinese,"1790 Jane Street
Toronto, ON M9N 2T2",China Town,1,43.706407,-79.504896,3.3,1
Chinese,"Eaton's Centre
Toronto, ON M5B 2H6",Schezuan Express,2,43.654463,-79.380665,1.2,2
Chinese,"2543 Warden Avenue
Toronto, ON M1W 2H5",Little Sheep Mongolian Hot Pot,2,43.791537,-79.312772,4.3,2
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,1.2,1
Chinese,"5306 Yonge Street
Toronto, ON M2N 0E3",Hey Noodles,2,43.772847,-79.414106,3.6,2
Chinese,"4271 Sheppard Avenue E
Unit 11
Toronto, ON M1S",Noodle Legend,1,43.785886,-79.276156,0.7,1
Chinese,"14 Prince Arthur Avenue
Toronto, ON M5R 1A9",The Host,2,43.669935,-79.395858,3.5,2
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,2.5,1
Chinese,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,2,43.644708,-79.39067,1.1,2
Chinese,"3330 Pharmacy Avenue
Toronto, ON M1W 3V8",Spice & Aroma,1,43.804308,-79.331254,3.3,1
Chinese,"4700 Keele Street
Toronto, ON M3J 2S5",Pagoda,1,43.774239,-79.501432,3.8,1
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,2,43.664158,-79.380274,1.3,2
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,2,43.664158,-79.380274,3,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,2.4,1
Chinese,"633 Silver Boulevard
Unit F5
Toronto, ON M1V",Canton Kitchen,1,43.810098000000004,-79.29164,3.5,1
Chinese,"3774 Lawrence Avenue East
Toronto, ON M1G 1P9",Lucky Chinese Restaurant,2,43.762282,-79.213894,4.3,2
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,2,43.66774,-79.388621,1.3,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,3.7,1
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,2,43.66774,-79.388621,2.5,2
Chinese,"3280 Midland Avenue
Unit 15
Toronto, ON M1V 4W9",Double Win Restaurant,1,43.805792,-79.289038,3.1,1
Chinese,"3700 Midland Avenue
Unit 113-115
Toronto, ON M1V",Go For Tea,2,43.814601,-79.29226,4.3,2
Chinese,"300 Borough Drive
Unit 733K
Toronto, ON M1P 4P5",Manchu WOK,1,43.776062,-79.257596,0.4,1
Chinese,"263 Spadina Avenue
Toronto, ON M5T 2E3",Handmade Noodle,1,43.65233,-79.397674,2.4,1
Chinese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,1,43.652774,-79.3994,1.9,1
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,4.1,1
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,2,43.66774,-79.388621,4,2
Chinese,"3278 Midland Avenue
Suite D120-D125
Toronto, ON M1V 4A1",Health Gourmet,2,43.80632,-79.288306,2.6,2
Chinese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,1,43.652774,-79.3994,4.5,1
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,3.9,1
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,2,43.66774,-79.388621,1.5,2
Chinese,"5197 Yonge Street
Toronto, ON M2N 5P8",Pho 88 North York,1,43.770472,-79.412988,1.2,1
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,1.1,1
Chinese,"3030 Don Mills Road
Unit 20
Toronto, ON M2J 3B6",Sunshine Tea House,1,43.785894,-79.351107,0.6,1
Chinese,"23 Glen Watford Dr
Toronto, ON M1S 2B7",Scarborough Grand Seafood Restaurant,1,43.786927,-79.274072,4.8,1
Chinese,"3380 Midland Avenue
Toronto, ON M1V 1R4",Jacky’s Seafood Restaurant,2,43.809249,-79.290109,5,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,0.8,1
Chinese,"4002 Sheppard Avenue
Toronto, ON M1S",Gold Bowl Asian Noodle Soup,2,43.783742,-79.287717,3.2,2
Chinese,"416 Spadina Ave
Chinatown
Toronto, ON M5T 2G7",Ivan’s Kitchen,2,43.656273,-79.399631,4.1,2
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,2.5,1
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,2,43.664158,-79.380274,4.2,2
Chinese,"4810 Sheppard Avenue E
Unit 20
Toronto, ON M1S 4N6",Spicy Garden,1,43.791588,-79.250917,1.9,1
Chinese,"434 College St
Toronto, ON M4W 1A7",Nirvana,2,43.656571,-79.40712,2.4,2
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,3,43.801976,-79.295159,5,3
Chinese,"476 Yonge St
Toronto, ON M4Y 1X5",The Captain’s Boil,2,43.66241,-79.383726,2.8,2
Chinese,"3351 Bloor Street W
Toronto, ON M8X 1E9",Sushi Run,2,43.644901,-79.521863,2.7,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,0.5,1
Chinese,"536 Dundas Street W
Toronto, ON M5T 1H4",Chinese Traditional Buns,1,43.652729,-79.399045,4.3,1
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,4.1,1
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,2,43.664158,-79.380274,0.6,2
Chinese,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,2,43.778937,-79.363867,2.3,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,3.9,1
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,3,43.801976,-79.295159,1.2,3
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,3,43.801976,-79.295159,1.5,3
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,2.2,1
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,1,43.640388,-79.438338,0.6,1
Chinese,"434 College St
Toronto, ON M4W 1A7",Nirvana,2,43.656571,-79.40712,4.2,2
Chinese,"3351 Bloor Street W
Toronto, ON M8X 1E9",Sushi Run,2,43.644901,-79.521863,2.7,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,3.1,1
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,2.9,1
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,3,43.801976,-79.295159,0,3
Chinese,"3351 Bloor Street W
Toronto, ON M8X 1E9",Sushi Run,2,43.644901,-79.521863,4.3,2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,3.3,1
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,2.2,1
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,1,43.640353,-79.435923,1.2,1
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,3,43.801976,-79.295159,4.3,3
Fast Food,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,2,43.71367,-79.365092,3,2
Fast Food,"4 Walmer Road
Toronto, ON M5S 1X2",The Original Gyro Grill,1,43.666581,-79.405812,0.5,1
Fast Food,"22 Front Street W
Toronto, ON M5J 1C4",Hidden Burger,2,43.646521,-79.37788,0.3,2
Fast Food,"10 Dundas Street East
#124
Toronto, ON M5B 2G9",Blaze Fast-Fire’d Pizza,2,43.656531,-79.380043,1,2
Fast Food,"75 Hanna Ave
Toronto, ON M6K 3N7",Harvey’s Restaurants,1,43.640182,-79.419003,2.6,1
Fast Food,"178 Baldwin Street
Toronto, ON M5T 1L8",Moo Frites,1,43.654821,-79.400751,3,1
Fast Food,"606 Sherbourne Street
Ground Level
Toronto, ON M4X",Seoul Food Take-Out,1,43.672055,-79.3769,0.6,1
Fast Food,"123 Front St
Unit 103 and 103-A
Toronto, ON M5J 2M2",Chipotle Mexican Grill,2,43.64492,-79.383333,0.5,2
Fast Food,"155 John Street
Toronto, ON M5V 2Z5",Omg Oh My Gyro,1,43.649994,-79.391016,4.6,1
Fast Food,"8 Mercer Street
Toronto, ON M5V 0C4",A&W,1,43.645984,-79.389942,1.4,1
Fast Food,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,2,43.71367,-79.365092,4.8,2
Fast Food,"1225 Dundas Street E
Toronto, ON M5R 3L2",Corner By Spoon And Fork,1,43.67101,-79.394447,1.7,1
Fast Food,"Gerrard Square Mall
1000 Gerrard St E, Unit 1D
Toronto, ON M4M 3G6",Tropical Joe’s,1,43.669476,-79.338943,3.4,1
Fast Food,"5 Coady Avenue
Toronto, ON M4M 2Y9",Completo,1,43.662633,-79.334058,2.8,1
Fast Food,"Sunlife Store
C114-150 King Street W
Toronto, ON M5H 3T9",Kanga Aussie Meat Pies,1,43.648118,-79.384403,3.6,1
Fast Food,"501 Bloor St W
Toronto, ON M5S 1Y2",Chipotle Mexican Grill,2,43.665621,-79.408128,2.8,2
Fast Food,"374A Yonge Street
Toronto, ON M5B 1S6",Hot-Star,2,43.658805,-79.382245,3.6,2
Fast Food,"1002 Lawrence Avenue W
Toronto, ON M6A 1C3",Wendy’s,2,43.713001,-79.461275,5,2
Fast Food,"329 Yonge Street
Toronto, ON M5B 1A1",Five Guys,2,43.657031,-79.381005,2.1,2
Fast Food,"2665 Lawrence Avenue E
Toronto, ON M1P 2S2",City Fried Chicken,1,43.751904,-79.263069,3,1
Fast Food,"722 Queen St E
Toronto, ON M4M 1H2",KABOOM Chicken,2,43.659084,-79.349403,4.5,2
Fast Food,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,1.5,2
Fast Food,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,2,43.71367,-79.365092,1,2
Fast Food,"128-45 Overlea Boulevard
Toronto, ON M4H 1C3",Chunky Chicken,1,43.70569,-79.346018,4.4,1
Fast Food,"104 -509 St Clair Ave West
Toronto, ON M6C 1A1",Harvey’s Restaurants,1,43.682926,-79.418604,4.4,1
Fast Food,"724 St Clair Avenue W
Toronto, ON M6C 1B3",Gerry’s Fast Foods,1,43.681621,-79.427114,2.9,1
Fast Food,"55 University Ave
Toronto, ON M5J 2H7",Wendy’s,1,43.646808,-79.383929,4.9,1
Fast Food,"990 Danforth Avenue
Toronto, ON M4J 1L9",City Fried Chicken and Pizza,1,43.680521,-79.337494,4.6,1
Fast Food,"5095 Yonge Street
Toronto, ON M2N 7H3",Wendy’s,1,43.768701,-79.412142,1.3,1
Fast Food,"1970 St Clair Ave W
Unit 109
Toronto, ON M6N 0A7",Chipotle Mexican Grill,2,43.672489,-79.468452,0.7,2
Fast Food,"385 Yonge Street
Toronto, ON M5B 1S1",Doner Kebab House,1,43.658862,-79.381848,0.2,1
Fast Food,"3260 Lake Shore Boulevard W
Toronto, ON M6K",Snack Shack,1,43.597155,-79.522841,1,1
Fast Food,"507 Mount Pleasant Rd
Toronto, ON M4S 2L9",Bread & Butter,1,43.701638,-79.38744,4.3,1
Fast Food,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,2,43.71367,-79.365092,3.6,2
Fast Food,"507 Mount Pleasant Rd
Toronto, ON M4S 2L9",Bread & Butter,1,43.701638,-79.38744,3.7,1
Fast Food,"2301 Brimley Road
Toronto, ON M1S",Hong Kong Style Tea & Fast Food,1,43.797708,-79.272237,3.7,1
Fast Food,"2075 Danforth Avenue
Toronto, ON M4C 1J8",ASAP City,2,43.685508,-79.312964,3.8,2
Fast Food,"66 Nassau St
Unit 1/2
Toronto, ON M5T 1M5",Ozzy’s Burgers,2,43.655265,-79.40262,2.5,2
Fast Food,"475 Yonge St
Toronto, ON M4Y 1X7",Wendy’s,1,43.662807,-79.383468,1.5,1
Fast Food,"731 Eastern Avenue
Toronto, ON M4M 3A9",Wendy’s,1,43.659599,-79.329179,3.6,1
Fast Food,"323 Yonge St
Unit 114
Toronto, ON M5B 1R7",Chipotle Mexican Grill,2,43.656889,-79.38099,1.6,2
Fast Food,"80 Weston Rd
Ste 39
Toronto, ON M6N 4X9",Panda Express,2,43.674069,-79.470447,1.5,2
Fast Food,"218 Adelaide Street W
Toronto, ON M5H 1W7",Smoke’s Poutinerie,1,43.648541,-79.387767,0.3,1
Fast Food,"2323 Yonge St
Unit 100
Toronto, ON M4P 2C9",Chipotle Mexican Grill,2,43.708198,-79.398406,2.9,2
Fast Food,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,2,43.71367,-79.365092,2.8,2
Fast Food,"887 Dundas Street W
Toronto, ON M6J 1V9",The Pie Commission,1,43.651042,-79.411731,0.1,1
Fast Food,"25 Overlea Boulevard
Toronto, ON M4H 1P9",Lickin Chicken,1,43.704868,-79.349824,2.3,1
Fast Food,"Eaton Centre
220 Yonge St, Ste 110
Toronto, ON M5B 2L7",Urban Eatery at the Eaton Centre,2,43.655764,-79.381177,3.5,2
Fast Food,"619 College Street
Toronto, ON M6G 1B5",Rudy,2,43.654909,-79.414814,0.6,2
Fast Food,"2340 Dundas Street W
Toronto, ON M6P 4A9",Mister Yummy,1,43.656982,-79.452426,3.6,1
Fast Food,"1115 Bloor Street W
Toronto, ON M6H 1M8",Popeyes Louisiana Kitchen,2,43.659808,-79.434654,0.7,2
Fast Food,"1483 Queen Street E
Toronto, ON M4L 1E2",Chick-N-Joy,1,43.66515,-79.32137,3.8,1
Fast Food,"507 Mount Pleasant Rd
Toronto, ON M4S 2L9",Bread & Butter,1,43.701638,-79.38744,4.5,1
Fast Food,"1274 Gerrard St E
Toronto, ON M4L 1Y6",Lahore Grill & Fast Food,1,43.671352,-79.328036,2.2,1
Fast Food,"496 Yonge Street
Toronto, ON M4Y 1X9",A&W,1,43.663075,-79.384079,2.1,1
Fast Food,"1171 St. Clair Avenue W
Toronto, ON M6E 1B5",Church’s Chicken,1,43.677714,-79.443242,1.1,1
Fast Food,"278 Jarvis St
Toronto, ON M5B 2C5",Harvey’s Restaurants,1,43.660541,-79.376142,3.5,1
Fast Food,"1072 Don Mills Rd
Toronto, ON M4P 2C9",Chipotle Mexican Grill,2,43.736359,-79.343318,3.3,2
Fast Food,"636 Bloor Street W
Toronto, ON M6G 1K7",KFC,1,43.664551,-79.41466,4.3,1
Fast Food,"2858 Dundas Street W
Toronto, ON M6P 1Y8",A&W,2,43.665634,-79.461398,2,2
Fast Food,"756 Broadview Avenue
Toronto, ON M4K 1M9",A&W,2,43.675926,-79.358858,3.8,2
Fast Food,"3 Carlton Street
Toronto, ON M5B 1L2",Rolltation,2,43.661214,-79.382681,4.7,2
Fast Food,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,2,43.71367,-79.365092,4.8,2
Fast Food,"100 King Street W
Toronto, ON M5X 1A9",Five Guys,2,43.648636,-79.381744,1,2
Fast Food,"366 Bloor Street E
Unit 2
Toronto, ON M4W 1H4",Pie Squared,1,43.67225,-79.377824,0.1,1
Fast Food,"10 King Street E
Toronto, ON M5C 1C4",b.good,2,43.649492,-79.377517,3.8,2
Fast Food,"1641 Queen St E
Toronto, ON M4L 1G4",Harvey’s Restaurants,2,43.666658,-79.315113,2.3,2
Fast Food,"200 Front Street W
Toronto, ON M5V 3K2",McDonald’s,1,43.644936,-79.386151,0.3,1
Fast Food,"Scotia Plaza
40 King St W
Toronto, ON M5H",Wendy’s,1,43.649349,-79.379528,3.2,1
Fast Food,"716 Queen Street East
Toronto, ON M4M 1H2",Liberty Shawarma,1,43.65917,-79.349169,4.2,1
Fast Food,"85 Laird Drive
Toronto, ON M4G 3R8",Five Guys,2,43.705616,-79.361144,1.5,2
Fast Food,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,4.4,2
Fast Food,"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,2,43.71367,-79.365092,3.8,2
Fast Food,"507 Mount Pleasant Rd
Toronto, ON M4S 2L9",Bread & Butter,1,43.701638,-79.38744,1.7,1
Fast Food,"675 Danforth Avenue
Toronto, ON M4J 1L2",Mister Frenchy,2,43.67891,-79.344188,3,2
Fast Food,"20 Eglinton Ave E (& Yonge)
Toronto, ON M4P 1A9",McDonald’s,1,43.707105,-79.397544,4.5,1
Fast Food,"935 Queensway
Toronto, ON M8Z 1P4",The Pie Commission,1,43.623881,-79.512074,2.5,1
Fast Food,"832 College Street
Toronto, ON M6G 1C8",A&W,2,43.654655,-79.422596,3.2,2
